Country,Project,Status,Location,Location,Mine,Company,Economic,Principal,Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves
Finland,Kuusijärvi,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,7.0009999999999994,0.3799257248964434,0.20000000000000004,,,,,,0.24000000000000002,,0.20000000000000004,0.6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kylylahti,Operating,,,,Boliden,,,3.3529999999999998,0.6379391589621235,0.39839248434237995,,,,,0.33519832985386216,0.24245750074560093,0.15257083209066508,,,,,,,,,,,,4.132,0.34119312681510167,0.4494845111326234,,,,,0.20045498547918683,0.27,0.1123862536302033,,,,,,,,,,,,0.737,0.08,0.02,,,,,0.05,0.42,0.04,,,,,,,,,,,,0.843,0.87,0.87,,,,,0.44,0.22,0.19,,,,,,,,,,,,0.493,0.35,1.11,,,,,0.13,0.27,0.13,,,,,,,,,,,
Canada,Lac des Iles,Operating,,,,North American Palladium,,,22.323,0.06715047260672849,0.1776420731980468,,,,,,0.07143663486090579,0.006,0.21891260135286478,2.383439501859069,,,,,,,,,,50.657,0.06014450125352863,0.1525583433681426,,,,,,0.06994077817478335,0.006,2.033505734646742,0.20999883530410407,,,,,,,,,,8.235,0.066,0.146,,,,,,0.07,0.006,0.216,2.22,,,,,,,,,,4.979,0.05,0.145,,,,,,0.06,0.006,0.208,2.03,,,,,,,,,,33.899,0.06,0.18,,,,,,0.07,0.006,0.208,2.35,,,,,,,,,
Canada,Lac Kelly (Quebec),Deposit,,,,Globex Mining,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.4,0.7,,,,,,,0.7,,1,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Lac Levac-Nisk 1,Deposit,,,,Nemaska Lithium (?),,,1.255,0.56,,,,,,,1.09,0.07,0.2,1.11,,,,,,,,,,0.783,0.53,,,,,,,1,0.06,0.29,0.91,,,,,,,,,,1.053,0.32,,,,,,,0.81,0.06,0.5,1.06,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Lac Rocher,Deposit,,,,Victory Nickel,,,0.285918,0.77,,,,,,,1.23,0.0289,,,,,,,,,,,,0.513183,0.62,,,,,,,1.05,0.0289,,,,,,,,,,,,0.439279,0.41,,,,,,,0.65,0.0289,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Lady Byron,Deposit,,,OC,Australian Jade Mining,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,1.11,0.048,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Lagonoy,Deposit,,,OC,unknown,,DSO?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,0.65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Sweden,Lainejaur (Lainijaur),Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.645,0.66,0.65,,,,,,1.33,0.09,0.2,0.68,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Lake Innes (Hurll's Hill),Deposit,,,OC,unknown,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19.2,,,,,,,,0.63,0.1,,,,,,,,,40,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Lake Johnston-Maggie Hays,C&M,,,UG,Poseidon Nickel,,F,0,,,,,,,,,,,,,,,,,,,,,2.6,0.1,,,,,,,1.6,0.05,,,,,,,,,,,,0.9,0.1,,,,,,,1.17,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
PNG,Lake Trist,Deposit,-7.5,146.75,OC,Regency Mines?,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,0.68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Lake Yindarlgooda,Deposit,,,OC,Fireant Resources,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Lambozero-1,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,0.5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Sweden,Lappvattnet,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.139,0.19,,,,,,,0.91,0.02,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Larkins Find,Deposit,,,OC,Golden Life Nature Products (WA),,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,0.8,0.08,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Argentina,Las Aguilas,Deposit,,,,Marifil Mines,,,0,,,,,,,,,,,,,,,,,,,,,4.223821,0.38,0.04,,,,,,0.36,0.03,0.14,0.17,,,,,,,,,,2.005367,0.34,0.02,,,,,,0.33,0.02,0.02,0.02,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Puerto Rico,Las Mesas,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,0.81,0.12,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Laukku,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.67,0.3,,,,,,,0.515,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Lawlers,Deposit,,,OC,Gold Fields,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,0.64,0.04,,,,,,,,,,,,34,,,,,,,,0.6,0.041,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Lebjazhinskoe,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10.35,0.42,,,,,,,0.74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Leinster,Operating,,,UG+OC,BHP Group,,F,23,,,,,,,,1.610086956521739,,,,,,,,,,,,,88,,,,,,,,0.6715909090909091,,,,,,,,,,,,,100.4,,,,,,,,0.6515936254980079,,,,,,,,,,,,,2.6,,,,,,,,0.8999999999999999,,,,,,,,,,,,,8.6,,,,,,,,1.3083720930232559,,,,,,,,,,,,
Australia,Leinster Tailings,Deposit,,,Tailings,Jubilee Metals Group (?),,F,3.16,,,,,,,,0.6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,26.45,,,,,,,,0.44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Leschevskoe,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,0.59,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Lesego,,,,,Lesego Pt,,,40.39,0.06380044565486508,0.13392820252537757,,,,,,0.1807006684822976,,2.2807774696707104,1.939513226046051,0.31708340430799703,,,,,,,,,128.85,0.07945052386495925,0.19727657741559956,,,,,,0.19786495925494763,,2.8239773504074503,2.193101839348079,0.3325359674039581,,,,,,,,,110.55000000000001,0.07921302578018995,0.17888024423337853,,,,,,0.19561736770691995,,2.865087137042062,2.365907978290366,0.3779943826322932,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Albania,Librazhd-Pogradec,Operating,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,129.998,,,,,,,,0.864409298604594,0.06694879921229557,,,,,,40.30577624271143,15.339164448683825,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Liger (Leeuwkop-Tigerpoort),,,,,Platfields,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9.552,0.0666918703253874,0.30951319095477386,,,,,,0.16168649771652202,,2.514808417085427,1.6989572864321607,0.22727701005025125,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
China,Limahe,,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3,0.6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Limeburners Flat,Deposit,,,OC,unclear,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.0100076,,,,,,,,0.51,0.04,,,,,,,,,40.2,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Limoeiro,Deposit,,,,Votorantim (?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,35,0.27,,,,,,,0.25,,0.16,0.4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,,,"Lonmin, Northam Pt",,,1.8,0.09999999999999999,0.25641949999999997,,,,,,0.155,,2.1433679999999997,1.5691869999999999,0.18602549999999998,,,,,,,,,83.6,0.09703349282296651,0.2955067320574163,,,,,,0.1505502392344498,,2.298028339712919,1.7584097703349286,0.18169152153110046,,,,,,,,,89.4,0.09785234899328858,0.26753500671140934,,,,,,0.1517785234899329,,2.048634530201342,1.5827077315436242,0.15843816778523487,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Liuksiala,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.05,0.2,,,,,,,0.3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Local Boy,Deposit,,,,Teck,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.54,1.89,,,,,,,0.36,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Venezuela,Loma de Niquel (Loma de Hierro),Depleted?,,,,Venezuelan Gov't,,RKEF,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11.132599999999998,,,,,,,,1.3907478935738282,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Long Point,Deposit,,,OC,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,1.37,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Loskop JV (Rietfontein/De Wagendrift),Deposit,,,,"Lonmin, Sedibelo Pt Mines",,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9.7,0.08356275303643725,0.26999999999999996,,,,,,0.19425101214574897,,2.549757085020243,1.2220647773279352,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Loukinen,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.114,,0.5,,,,,,0.45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Lovnozerskoe,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,20.863,0.43,,,,,,,0.88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Luikonlahti-Hoikka,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.2,0.5,,,,,,,0.15,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Lunges,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.56,0.15,,,,,,,0.38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Lynn Lake,Deposit,,,,"Corazon Mining, Victory Nickel",,,0,,,,,,,,,,,,,,,,,,,,,1.899,0.33,,,,,,,0.7,0.034,,,,,,,,,,,,2.403,0.35,,,,,,,0.86,0.034,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Magazynskraal-Sedibelo East,,,,,"Sedibelo Pt Mines, Bakgatla",,,11.7,0.004,0.02,,,,,,0.015,,3.3700000000000006,1.52,0.68,,,,,,,,,71.7,0.027,0.08,,,,,,0.08,,2.57,1.15,0.37,,,,,,,,,97.9,0.025,0.08,,,,,,0.081,,2.83,1.26,0.4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,28.5,0.004,0.02016,,,,,,0.015,,3.03912,1.37088,0.6148799999999999,,,,,,,,
Canada,Makwa (Maskwa),Deposit,,,,Grid Metals,,,0,,,,,,,,,,,,,,,,,,,,,7.2,0.13,,,,,,,0.61,0.01,0.1,0.36,,,,,,,,,,0.673,0.08,,,,,,,0.27,0.02,0.05,0.14,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Malaya Pana-North Reef (Kiyevay),Deposit,,,,OAO Pana PGM,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.8407,0.14,0.143,,,,,,0.121,,0.527,3.217,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
PNG,Mambare,Deposit,-8.774066666666666,147.7409,OC,"Direct Nickel-50%, Regency Mines-50%",,DNI?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,162.5,,,,,,,,0.94,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Manicani,Care & Maint.,,,OC,Nickel Asia Corp,,DSO,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,34.31,,,,,,,,1.11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Turkey,Manisa Gördes,Operating,,,,META Nikel Kobalt,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Turkey,Manisa-Turgutlu Çaldağ,Deposit,,,,unknown,,HL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,33.2,,,,,,,,1.13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Manticao,Deposit,,,OC,NiHAO Mineral Resources Int'l,,DSO,0.4272,,,,,,,,1.11,0.05,,,,,,,23,,,,,0.6324,,,,,,,,1,0.04,,,,,,,22.11,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Marbridge-Cubric,Deposit,,,,Class 1 Nickel,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Marcventures-BRC,Operating,,,OC,Marcventures Holdings,,DSO,2.823,,,,,,,,1.13,,,,,,,,39.49,,,,37.98483395798832,7.115,,,,,,,,1.04,,,,,,,,33.19,,,,37.994827929182414,3.117,,,,,,,,0.95,,,,,,,,37.95,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Mareesburg,,,,,Eastern Pt,,,8.94,0.035,0.08941473999999999,,,,,,0.082,,2.5079154,2.2111462,0.45153944,,,,,,,,,6.95,0.015,0.03722781,,,,,,0.056,,1.0441700999999999,0.9206103,0.18799836,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.55781,0.02914859532982291,0.067996,,,,,,0.11240231217618901,,1.90716,1.68148,0.343376,,,,,,,,
Puerto Rico,Maricao,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9.61632,,,,,,,,1.0328301886792453,0.10528301886792454,,,,,,0.6322641509433963,25.959433962264146,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Marikana (Lonmin),,,,,Lonmin,,,41.21951219512195,0.04192204500897988,0.11830024688183685,,,,,,0.1496618610001711,,2.9807424278466153,1.345194654754181,0.412469867983099,0.7123931065189394,0.16511935921815282,,,,,,,448.17073170731715,0.047858752859494494,0.13637585901501129,,,,,,0.15804702543942561,,3.0244988103390766,1.3588634576408731,0.38528676780752713,0.682110258314337,0.15242641278390434,,,,,,,174.8780487804878,0.0460505337594987,0.1344426792077984,,,,,,0.14536417897999226,,2.9999942299113873,1.3460010755739806,0.3975906468685136,0.6906370018457302,0.15356300629004638,,,,,,,18.78048780487805,0.03974572461373875,0.0853540368831169,,,,,,0.14658796805375993,,2.406910168181818,1.097083637012987,0.35463405246753255,0.6087609564285714,0.14019707064935064,,,,,,,264.75609756097566,0.03432687600173008,0.08369007708856434,,,,,,0.13893424180897254,,2.4052624669237512,1.1512607897369789,0.35214145811532527,0.5659952348967444,0.13766484105959487,,,,,,
South Africa,Marikana (PSA),,,,,"Anglo Am Pt, Sibanye-Stillwater",,,27.2,0.01554223366330867,0.035934696,,,,,,0.11240231217618901,,1.94506445,0.97660031,0.332400544,,,,,,,,,9.4,0.01554223366330867,0.040959,,,,,,0.11240231217618901,,2.21701875,1.11314625,0.378876,,,,,,,,,5,0.01554223366330867,0.032221080000000006,,,,,,0.11240231217618901,,1.74405475,0.8756750500000001,0.29804912,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Marlborough Group,Deposit,,,OC,Gladstone Pacific Nickel (?),,HPAL?,11.68,,,,,,,,0.99,0.06,,,,,,,11.4,,,,,42.96,,,,,,,,0.91,0.06,,,,,,,11.9,,,,,16.26,,,,,,,,0.88,0.06,,,,,,,11.8,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Marshall Pool,Deposit,,,OC,unknown,,HPAL,137,,,,,,,,0.7,0.039,,,,,,,,,,,,168,,,,,,,,0.68,0.041,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Marula,,,,,Impala Pt,,,84.3,0.05661921708185053,0.17425822064056937,,,,,,0.10510083036773428,,2.625879430604982,2.173710177935943,0.3903086120996441,0.582597153024911,0.1655417793594306,,,,,,,30,0.04279999999999999,0.1350733333333333,,,,,,0.08546666666666666,,2.68036,2.405333333333333,0.46384666666666663,0.6744066666666666,0.1997266666666667,,,,,,,11.600000000000001,0.06034482758620689,0.1709896551724138,,,,,,0.11724137931034483,,2.53907724137931,2.0909958620689655,0.3735965517241379,0.5586972413793103,0.1582793103448276,,,,,,,2.8,0.02,0.0528,,,,,,0.04,,2.01168,2.01696,0.4224,0.5966400000000001,0.18480000000000002,,,,,,,19.5,0.02,0.0483,,,,,,0.05,,1.8402299999999998,1.8450600000000001,0.3864,0.54579,0.16905,,,,,,
South Africa,Maseve-1 / 3,,,,,Royal Bafokeng Platinum,,,158.05847953216374,0.04059795674829352,0.14943690360130235,,,,,,0.1477916834409066,,2.791875069509398,1.4293515323464554,0.3598952825193133,,,,,,,,,191.12280701754383,0.043611616243099526,0.14836226488980137,,,,,,0.15204825645479994,,1.5520134426094139,0.8129793743267681,0.12185858504972867,,,,,,,,,33.89473684210526,0.09242958399360128,0.0630068937826087,,,,,,0.19547316805783027,,0.5665325743478261,0.29925627198260873,0.033880862092,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Masinloc,Deposit,,,OC,unknown,,DSO?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,1.68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Maslovskoye,Depsoit,,,,Norilsk Nickel,,,0,,,,,,,,,,,,,,,,,,,,,206.8,0.5,0.2,,,,,,0.3,0.01,2,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Maturi (incl. Nokomis),Deposit,47.8,-91.8,,Antofagasta (through Twin Metals),,,291.4,0.63,0.06900512702078523,1.8313297921478058,,,,,0.2,0.009458482217090069,0.1283835103926097,0.29256083140877603,,,,,,,,,,818.3,0.57,0.06900512702078523,1.8313297921478058,,,,,0.18,0.009458482217090069,0.1283835103926097,0.29256083140877603,,,,,,,,,,534.1,0.5,0.06900512702078523,1.8313297921478058,,,,,0.16,0.009458482217090069,0.1283835103926097,0.29256083140877603,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Maturi Southwest,Deposit,47.8,-91.8,,Antofagasta (through Twin Metals),,,0,,,,,,,,,,,,,,,,,,,,,93.1,0.48,0.06900512702078523,1.8313297921478058,,,,,0.17,0.009458482217090069,0.1283835103926097,0.29256083140877603,,,,,,,,,,29.3,0.43,0.06900512702078523,1.8313297921478058,,,,,0.15,0.009458482217090069,0.1283835103926097,0.29256083140877603,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Guatemala,Mayaniquel-Sechol Group,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,50.758,,,,,,,,1.29,0.055285714285714285,,,,,,,,,,,,84.163,,,,,,,,1.21,0.04821428571428572,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Mayville,Deposit,,,,Grid Metals,,,0,,,,,,,,,,,,,,,,,,,,,27.9,0.43,0.05,,,,,,0.18,,0.05,0.14,,,,,,,,,,5.3,0.48,0.04,,,,,,0.18,,0.06,0.15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Mel,Deposit,,,,Victory Nickel,,,0,,,,,,,,,,,,,,,,,,,,,4.279,,,,,,,,0.875,,,,,,,,,,,,,1.01,,,,,,,,0.839,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Melba Flats (North Cuni-Genets),Deposit,,,OC,Dundas Mining?,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.094,1,,,,,,,0.8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Mesaba (Babbit),Deposit,47.63,-91.9,,Teck,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1106.54,0.5851578795163302,0.045,,,,,,0.14186057440309432,0.008,0.055,0.157,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
